province;province_initials;region;year;sector;energy_consumption;total_energy_consumption
Cagliari;CA;Sardegna;2013;Domestico;750;3927
Cagliari;CA;Sardegna;2013;Industria;2268;3927
Cagliari;CA;Sardegna;2013;Servizi;875;3927
Cagliari;CA;Sardegna;2014;Agricoltura;32;3839
Cagliari;CA;Sardegna;2014;Domestico;725;3839
Cagliari;CA;Sardegna;2014;Industria;2247;3839
Cagliari;CA;Sardegna;2014;Servizi;834;3839
Cagliari;CA;Sardegna;2015;Agricoltura;33;3867
Cagliari;CA;Sardegna;2015;Domestico;745;3867
Cagliari;CA;Sardegna;2015;Industria;2248;3867
Cagliari;CA;Sardegna;2015;Servizi;839;3867
Cagliari;CA;Sardegna;2016;Agricoltura;38;3804
Cagliari;CA;Sardegna;2016;Domestico;707;3804
Cagliari;CA;Sardegna;2016;Industria;2258;3804
Cagliari;CA;Sardegna;2016;Servizi;800;3804
Cagliari;CA;Sardegna;2017;Agricoltura;15;3353
Cagliari;CA;Sardegna;2017;Domestico;588;3353
Cagliari;CA;Sardegna;2017;Industria;2089;3353
Cagliari;CA;Sardegna;2017;Servizi;659;3353
Cagliari;CA;Sardegna;2018;Agricoltura;14;3507
Cagliari;CA;Sardegna;2018;Domestico;589;3507
Cagliari;CA;Sardegna;2018;Industria;2247;3507
Cagliari;CA;Sardegna;2018;Servizi;655;3507
Cagliari;CA;Sardegna;2019;Agricoltura;14;3470
Cagliari;CA;Sardegna;2019;Domestico;608;3470
Cagliari;CA;Sardegna;2019;Industria;2207;3470
Cagliari;CA;Sardegna;2019;Servizi;640;3470
Cagliari;CA;Sardegna;2020;Agricoltura;15;3246
Cagliari;CA;Sardegna;2020;Domestico;606;3246
Cagliari;CA;Sardegna;2020;Industria;2059;3246
Cagliari;CA;Sardegna;2020;Servizi;565;3246
Cagliari;CA;Sardegna;2021;Agricoltura;15;3447
Cagliari;CA;Sardegna;2021;Domestico;641;3447
Cagliari;CA;Sardegna;2021;Industria;2179;3447
Cagliari;CA;Sardegna;2021;Servizi;611;3447
Cagliari;CA;Sardegna;2022;Agricoltura;15;3489
Cagliari;CA;Sardegna;2022;Domestico;611;3489
Cagliari;CA;Sardegna;2022;Industria;2231;3489
Cagliari;CA;Sardegna;2022;Servizi;629;3489
Caltanissetta;CL;Sicilia;2000;Agricoltura;9;1701
Caltanissetta;CL;Sicilia;2000;Domestico;272;1701
Caltanissetta;CL;Sicilia;2000;Industria;1266;1701
Caltanissetta;CL;Sicilia;2000;Servizi;152;1701
Caltanissetta;CL;Sicilia;2001;Agricoltura;10;1697
Caltanissetta;CL;Sicilia;2001;Domestico;271;1697
Caltanissetta;CL;Sicilia;2001;Industria;1255;1697
Caltanissetta;CL;Sicilia;2001;Servizi;160;1697
Caltanissetta;CL;Sicilia;2002;Agricoltura;10;1634
Caltanissetta;CL;Sicilia;2002;Domestico;274;1634
Caltanissetta;CL;Sicilia;2002;Industria;1178;1634
Caltanissetta;CL;Sicilia;2002;Servizi;170;1634
Caltanissetta;CL;Sicilia;2003;Agricoltura;11;1619
Caltanissetta;CL;Sicilia;2003;Domestico;282;1619
Caltanissetta;CL;Sicilia;2003;Industria;1141;1619
Caltanissetta;CL;Sicilia;2003;Servizi;183;1619
Caltanissetta;CL;Sicilia;2004;Agricoltura;14;1705
Caltanissetta;CL;Sicilia;2004;Domestico;288;1705
Caltanissetta;CL;Sicilia;2004;Industria;1198;1705
Caltanissetta;CL;Sicilia;2004;Servizi;204;1705
Caltanissetta;CL;Sicilia;2005;Agricoltura;14;1573
Caltanissetta;CL;Sicilia;2005;Domestico;299;1573
Caltanissetta;CL;Sicilia;2005;Industria;1043;1573
Caltanissetta;CL;Sicilia;2005;Servizi;216;1573
Caltanissetta;CL;Sicilia;2006;Agricoltura;15;1585
Caltanissetta;CL;Sicilia;2006;Domestico;296;1585
Caltanissetta;CL;Sicilia;2006;Industria;1043;1585
Caltanissetta;CL;Sicilia;2006;Servizi;229;1585
Caltanissetta;CL;Sicilia;2007;Agricoltura;17;1604
Caltanissetta;CL;Sicilia;2007;Domestico;295;1604
Caltanissetta;CL;Sicilia;2007;Industria;1071;1604
Caltanissetta;CL;Sicilia;2007;Servizi;220;1604
Caltanissetta;CL;Sicilia;2008;Agricoltura;17;1505
Caltanissetta;CL;Sicilia;2008;Domestico;293;1505
Caltanissetta;CL;Sicilia;2008;Industria;953;1505
Caltanissetta;CL;Sicilia;2008;Servizi;240;1505
Caltanissetta;CL;Sicilia;2009;Agricoltura;15;1469
Caltanissetta;CL;Sicilia;2009;Domestico;295;1469
Caltanissetta;CL;Sicilia;2009;Industria;887;1469
Caltanissetta;CL;Sicilia;2009;Servizi;271;1469
Caltanissetta;CL;Sicilia;2010;Agricoltura;15;1489
Caltanissetta;CL;Sicilia;2010;Domestico;295;1489
Caltanissetta;CL;Sicilia;2010;Industria;923;1489
Caltanissetta;CL;Sicilia;2010;Servizi;254;1489
Caltanissetta;CL;Sicilia;2011;Agricoltura;16;1459
Caltanissetta;CL;Sicilia;2011;Domestico;301;1459
Caltanissetta;CL;Sicilia;2011;Industria;881;1459
Caltanissetta;CL;Sicilia;2011;Servizi;260;1459
Caltanissetta;CL;Sicilia;2012;Agricoltura;16;1221
Caltanissetta;CL;Sicilia;2012;Domestico;296;1221
Caltanissetta;CL;Sicilia;2012;Industria;642;1221
Caltanissetta;CL;Sicilia;2012;Servizi;265;1221
Caltanissetta;CL;Sicilia;2013;Agricoltura;16;1013
Caltanissetta;CL;Sicilia;2013;Domestico;281;1013
Caltanissetta;CL;Sicilia;2013;Industria;458;1013
Caltanissetta;CL;Sicilia;2013;Servizi;257;1013
Caltanissetta;CL;Sicilia;2014;Agricoltura;16;823
Caltanissetta;CL;Sicilia;2014;Domestico;272;823
Caltanissetta;CL;Sicilia;2014;Industria;281;823
Caltanissetta;CL;Sicilia;2014;Servizi;253;823
Caltanissetta;CL;Sicilia;2015;Agricoltura;15;673
Caltanissetta;CL;Sicilia;2015;Domestico;272;673
Caltanissetta;CL;Sicilia;2015;Industria;119;673
Caltanissetta;CL;Sicilia;2015;Servizi;265;673
Caltanissetta;CL;Sicilia;2016;Agricoltura;16;658
Caltanissetta;CL;Sicilia;2016;Domestico;261;658
Caltanissetta;CL;Sicilia;2016;Industria;102;658
Caltanissetta;CL;Sicilia;2016;Servizi;277;658
Caltanissetta;CL;Sicilia;2017;Agricoltura;17;662
Caltanissetta;CL;Sicilia;2017;Domestico;265;662
Caltanissetta;CL;Sicilia;2017;Industria;100;662
Caltanissetta;CL;Sicilia;2017;Servizi;279;662
Caltanissetta;CL;Sicilia;2018;Agricoltura;16;640
Caltanissetta;CL;Sicilia;2018;Domestico;259;640
Caltanissetta;CL;Sicilia;2018;Industria;127;640
Caltanissetta;CL;Sicilia;2018;Servizi;238;640
Caltanissetta;CL;Sicilia;2019;Agricoltura;17;658
Caltanissetta;CL;Sicilia;2019;Domestico;257;658
Caltanissetta;CL;Sicilia;2019;Industria;152;658
Caltanissetta;CL;Sicilia;2019;Servizi;230;658
Caltanissetta;CL;Sicilia;2020;Agricoltura;21;685
Caltanissetta;CL;Sicilia;2020;Domestico;264;685
Caltanissetta;CL;Sicilia;2020;Industria;208;685
Caltanissetta;CL;Sicilia;2020;Servizi;190;685
Caltanissetta;CL;Sicilia;2021;Agricoltura;23;726
Caltanissetta;CL;Sicilia;2021;Domestico;273;726
Caltanissetta;CL;Sicilia;2021;Industria;225;726
Caltanissetta;CL;Sicilia;2021;Servizi;203;726
Caltanissetta;CL;Sicilia;2022;Agricoltura;21;700
Caltanissetta;CL;Sicilia;2022;Domestico;263;700
Caltanissetta;CL;Sicilia;2022;Industria;207;700
Caltanissetta;CL;Sicilia;2022;Servizi;208;700
Campobasso;CB;Molise;2000;Agricoltura;30;883
Campobasso;CB;Molise;2000;Domestico;193;883
Campobasso;CB;Molise;2000;Industria;489;883
Campobasso;CB;Molise;2000;Servizi;170;883
Campobasso;CB;Molise;2001;Agricoltura;43;902
Campobasso;CB;Molise;2001;Domestico;191;902
Campobasso;CB;Molise;2001;Industria;491;902
Campobasso;CB;Molise;2001;Servizi;176;902
Campobasso;CB;Molise;2002;Agricoltura;21;941
Campobasso;CB;Molise;2002;Domestico;192;941
Campobasso;CB;Molise;2002;Industria;542;941
Campobasso;CB;Molise;2002;Servizi;184;941
Campobasso;CB;Molise;2003;Agricoltura;27;965
Campobasso;CB;Molise;2003;Domestico;208;965
Campobasso;CB;Molise;2003;Industria;527;965
Campobasso;CB;Molise;2003;Servizi;201;965
Campobasso;CB;Molise;2004;Agricoltura;25;987
Campobasso;CB;Molise;2004;Domestico;217;987
Campobasso;CB;Molise;2004;Industria;521;987
Campobasso;CB;Molise;2004;Servizi;223;987
Campobasso;CB;Molise;2005;Agricoltura;30;988
Campobasso;CB;Molise;2005;Domestico;208;988
Campobasso;CB;Molise;2005;Industria;509;988
Campobasso;CB;Molise;2005;Servizi;239;988
Campobasso;CB;Molise;2006;Agricoltura;27;1020
Campobasso;CB;Molise;2006;Domestico;212;1020
Campobasso;CB;Molise;2006;Industria;533;1020
Campobasso;CB;Molise;2006;Servizi;247;1020
Campobasso;CB;Molise;2007;Agricoltura;22;1032
Campobasso;CB;Molise;2007;Domestico;211;1032
Campobasso;CB;Molise;2007;Industria;543;1032
Campobasso;CB;Molise;2007;Servizi;254;1032
Campobasso;CB;Molise;2008;Agricoltura;27;1051
Campobasso;CB;Molise;2008;Domestico;215;1051
Campobasso;CB;Molise;2008;Industria;541;1051
Campobasso;CB;Molise;2008;Servizi;266;1051
Campobasso;CB;Molise;2009;Agricoltura;26;1012
Campobasso;CB;Molise;2009;Domestico;217;1012
Campobasso;CB;Molise;2009;Industria;499;1012
Campobasso;CB;Molise;2009;Servizi;268;1012
Campobasso;CB;Molise;2010;Agricoltura;27;1009
Campobasso;CB;Molise;2010;Domestico;218;1009
Campobasso;CB;Molise;2010;Industria;494;1009
Campobasso;CB;Molise;2010;Servizi;268;1009
Campobasso;CB;Molise;2011;Agricoltura;31;1021
Campobasso;CB;Molise;2011;Domestico;221;1021
Campobasso;CB;Molise;2011;Industria;499;1021
Campobasso;CB;Molise;2011;Servizi;269;1021
Campobasso;CB;Molise;2012;Agricoltura;29;977
Campobasso;CB;Molise;2012;Domestico;218;977
Campobasso;CB;Molise;2012;Industria;453;977
Campobasso;CB;Molise;2012;Servizi;275;977
Campobasso;CB;Molise;2013;Agricoltura;28;935
Campobasso;CB;Molise;2013;Domestico;213;935
Campobasso;CB;Molise;2013;Industria;428;935
Campobasso;CB;Molise;2013;Servizi;265;935
Campobasso;CB;Molise;2014;Agricoltura;28;902
Campobasso;CB;Molise;2014;Domestico;207;902
Campobasso;CB;Molise;2014;Industria;409;902
Campobasso;CB;Molise;2014;Servizi;256;902
Campobasso;CB;Molise;2015;Agricoltura;30;935
Campobasso;CB;Molise;2015;Domestico;209;935
Campobasso;CB;Molise;2015;Industria;434;935
Campobasso;CB;Molise;2015;Servizi;261;935
Campobasso;CB;Molise;2016;Agricoltura;30;948
Campobasso;CB;Molise;2016;Domestico;203;948
Campobasso;CB;Molise;2016;Industria;459;948
Campobasso;CB;Molise;2016;Servizi;254;948
Campobasso;CB;Molise;2017;Agricoltura;29;978
Campobasso;CB;Molise;2017;Domestico;205;978
Campobasso;CB;Molise;2017;Industria;481;978
Campobasso;CB;Molise;2017;Servizi;261;978
Campobasso;CB;Molise;2018;Agricoltura;29;979
Campobasso;CB;Molise;2018;Domestico;201;979
Campobasso;CB;Molise;2018;Industria;487;979
Campobasso;CB;Molise;2018;Servizi;260;979
Campobasso;CB;Molise;2019;Agricoltura;32;965
Campobasso;CB;Molise;2019;Domestico;203;965
Campobasso;CB;Molise;2019;Industria;489;965
Campobasso;CB;Molise;2019;Servizi;239;965
Campobasso;CB;Molise;2020;Agricoltura;40;911
Campobasso;CB;Molise;2020;Domestico;205;911
Campobasso;CB;Molise;2020;Industria;462;911
Campobasso;CB;Molise;2020;Servizi;202;911
Campobasso;CB;Molise;2021;Agricoltura;40;957
Campobasso;CB;Molise;2021;Domestico;209;957
Campobasso;CB;Molise;2021;Industria;490;957
Campobasso;CB;Molise;2021;Servizi;217;957
Campobasso;CB;Molise;2022;Agricoltura;36;922
Campobasso;CB;Molise;2022;Domestico;196;922
Campobasso;CB;Molise;2022;Industria;480;922
Campobasso;CB;Molise;2022;Servizi;209;922
Carbonia Iglesias;0;Sardegna;2006;Agricoltura;10;3640
Carbonia Iglesias;0;Sardegna;2006;Domestico;174;3640
Carbonia Iglesias;0;Sardegna;2006;Industria;3318;3640
Carbonia Iglesias;0;Sardegna;2006;Servizi;136;3640
Carbonia Iglesias;0;Sardegna;2007;Agricoltura;10;3424
Carbonia Iglesias;0;Sardegna;2007;Domestico;169;3424
Carbonia Iglesias;0;Sardegna;2007;Industria;3116;3424
Carbonia Iglesias;0;Sardegna;2007;Servizi;127;3424
Carbonia Iglesias;0;Sardegna;2008;Agricoltura;11;3506
Carbonia Iglesias;0;Sardegna;2008;Domestico;171;3506
Carbonia Iglesias;0;Sardegna;2008;Industria;3187;3506
Carbonia Iglesias;0;Sardegna;2008;Servizi;135;3506
Carbonia Iglesias;0;Sardegna;2009;Agricoltura;12;3120
Carbonia Iglesias;0;Sardegna;2009;Domestico;176;3120
Carbonia Iglesias;0;Sardegna;2009;Industria;2795;3120
Carbonia Iglesias;0;Sardegna;2009;Servizi;136;3120
Carbonia Iglesias;0;Sardegna;2010;Agricoltura;9;2834
Carbonia Iglesias;0;Sardegna;2010;Domestico;175;2834
Carbonia Iglesias;0;Sardegna;2010;Industria;2513;2834
Carbonia Iglesias;0;Sardegna;2010;Servizi;136;2834
Carbonia Iglesias;0;Sardegna;2011;Agricoltura;9;3142
Carbonia Iglesias;0;Sardegna;2011;Domestico;174;3142
Carbonia Iglesias;0;Sardegna;2011;Industria;2821;3142
Carbonia Iglesias;0;Sardegna;2011;Servizi;136;3142
Carbonia Iglesias;0;Sardegna;2012;Agricoltura;9;2480
Carbonia Iglesias;0;Sardegna;2012;Domestico;175;2480
Carbonia Iglesias;0;Sardegna;2012;Industria;2157;2480
Carbonia Iglesias;0;Sardegna;2012;Servizi;138;2480
Carbonia Iglesias;0;Sardegna;2013;Agricoltura;9;1052
Carbonia Iglesias;0;Sardegna;2013;Domestico;164;1052
Carbonia Iglesias;0;Sardegna;2013;Industria;744;1052
Carbonia Iglesias;0;Sardegna;2013;Servizi;132;1052
Carbonia Iglesias;0;Sardegna;2014;Agricoltura;9;1119
Carbonia Iglesias;0;Sardegna;2014;Domestico;162;1119
Carbonia Iglesias;0;Sardegna;2014;Industria;818;1119
Carbonia Iglesias;0;Sardegna;2014;Servizi;129;1119
Carbonia Iglesias;0;Sardegna;2015;Agricoltura;7;1111
Carbonia Iglesias;0;Sardegna;2015;Domestico;164;1111
Carbonia Iglesias;0;Sardegna;2015;Industria;809;1111
Carbonia Iglesias;0;Sardegna;2015;Servizi;130;1111
Carbonia Iglesias;0;Sardegna;2016;Agricoltura;8;1112
Carbonia Iglesias;0;Sardegna;2016;Domestico;155;1112
Carbonia Iglesias;0;Sardegna;2016;Industria;820;1112
Carbonia Iglesias;0;Sardegna;2016;Servizi;127;1112
Caserta;CE;Campania;2000;Agricoltura;60;2587
Caserta;CE;Campania;2000;Domestico;788;2587
Caserta;CE;Campania;2000;Industria;1235;2587
Caserta;CE;Campania;2000;Servizi;502;2587
Caserta;CE;Campania;2001;Agricoltura;71;2695
Caserta;CE;Campania;2001;Domestico;792;2695
Caserta;CE;Campania;2001;Industria;1298;2695
Caserta;CE;Campania;2001;Servizi;534;2695
Caserta;CE;Campania;2002;Agricoltura;60;2740
Caserta;CE;Campania;2002;Domestico;822;2740
Caserta;CE;Campania;2002;Industria;1272;2740
Caserta;CE;Campania;2002;Servizi;584;2740
Caserta;CE;Campania;2003;Agricoltura;62;2863
Caserta;CE;Campania;2003;Domestico;842;2863
Caserta;CE;Campania;2003;Industria;1286;2863
Caserta;CE;Campania;2003;Servizi;671;2863
Caserta;CE;Campania;2004;Agricoltura;73;2946
Caserta;CE;Campania;2004;Domestico;887;2946
Caserta;CE;Campania;2004;Industria;1290;2946
Caserta;CE;Campania;2004;Servizi;694;2946
Caserta;CE;Campania;2005;Agricoltura;73;2929
Caserta;CE;Campania;2005;Domestico;881;2929
Caserta;CE;Campania;2005;Industria;1223;2929
Caserta;CE;Campania;2005;Servizi;751;2929
Caserta;CE;Campania;2006;Agricoltura;68;2993
Caserta;CE;Campania;2006;Domestico;894;2993
Caserta;CE;Campania;2006;Industria;1246;2993
Caserta;CE;Campania;2006;Servizi;782;2993
Caserta;CE;Campania;2007;Agricoltura;78;3080
Caserta;CE;Campania;2007;Domestico;907;3080
Caserta;CE;Campania;2007;Industria;1277;3080
Caserta;CE;Campania;2007;Servizi;817;3080
Caserta;CE;Campania;2008;Agricoltura;80;3167
Caserta;CE;Campania;2008;Domestico;918;3167
Caserta;CE;Campania;2008;Industria;1283;3167
Caserta;CE;Campania;2008;Servizi;884;3167
Caserta;CE;Campania;2009;Agricoltura;81;3068
Caserta;CE;Campania;2009;Domestico;935;3068
Caserta;CE;Campania;2009;Industria;1122;3068
Caserta;CE;Campania;2009;Servizi;928;3068
Caserta;CE;Campania;2010;Agricoltura;88;3212
Caserta;CE;Campania;2010;Domestico;952;3212
Caserta;CE;Campania;2010;Industria;1224;3212
Caserta;CE;Campania;2010;Servizi;946;3212
Caserta;CE;Campania;2011;Agricoltura;93;3237
Caserta;CE;Campania;2011;Domestico;971;3237
Caserta;CE;Campania;2011;Industria;1212;3237
Caserta;CE;Campania;2011;Servizi;960;3237
Caserta;CE;Campania;2012;Agricoltura;91;3184
Caserta;CE;Campania;2012;Domestico;974;3184
Caserta;CE;Campania;2012;Industria;1100;3184
Caserta;CE;Campania;2012;Servizi;1018;3184
Caserta;CE;Campania;2013;Agricoltura;88;3022
Caserta;CE;Campania;2013;Domestico;921;3022
Caserta;CE;Campania;2013;Industria;1048;3022
Caserta;CE;Campania;2013;Servizi;963;3022
Caserta;CE;Campania;2014;Agricoltura;83;2957
Caserta;CE;Campania;2014;Domestico;881;2957
Caserta;CE;Campania;2014;Industria;1013;2957
Caserta;CE;Campania;2014;Servizi;979;2957
Caserta;CE;Campania;2015;Agricoltura;91;3097
Caserta;CE;Campania;2015;Domestico;911;3097
Caserta;CE;Campania;2015;Industria;1060;3097
Caserta;CE;Campania;2015;Servizi;1034;3097
Caserta;CE;Campania;2016;Agricoltura;86;3054
Caserta;CE;Campania;2016;Domestico;874;3054
Caserta;CE;Campania;2016;Industria;1080;3054
Caserta;CE;Campania;2016;Servizi;1012;3054
Caserta;CE;Campania;2017;Agricoltura;98;3159
Caserta;CE;Campania;2017;Domestico;897;3159
Caserta;CE;Campania;2017;Industria;1121;3159
Caserta;CE;Campania;2017;Servizi;1042;3159
Caserta;CE;Campania;2018;Agricoltura;88;3093
Caserta;CE;Campania;2018;Domestico;893;3093
Caserta;CE;Campania;2018;Industria;1068;3093
Caserta;CE;Campania;2018;Servizi;1043;3093
Caserta;CE;Campania;2019;Agricoltura;76;3155
Caserta;CE;Campania;2019;Domestico;924;3155
Caserta;CE;Campania;2019;Industria;1113;3155
Caserta;CE;Campania;2019;Servizi;1041;3155
Caserta;CE;Campania;2020;Agricoltura;83;3052
Caserta;CE;Campania;2020;Domestico;943;3052
Caserta;CE;Campania;2020;Industria;1074;3052
Caserta;CE;Campania;2020;Servizi;951;3052
Caserta;CE;Campania;2021;Agricoltura;87;3166
Caserta;CE;Campania;2021;Domestico;968;3166
Caserta;CE;Campania;2021;Industria;1100;3166
Caserta;CE;Campania;2021;Servizi;1010;3166
Caserta;CE;Campania;2022;Agricoltura;81;3190
Caserta;CE;Campania;2022;Domestico;934;3190
Caserta;CE;Campania;2022;Industria;1126;3190
Caserta;CE;Campania;2022;Servizi;1048;3190
Catania;CT;Sicilia;2000;Agricoltura;105;2936
Catania;CT;Sicilia;2000;Domestico;1120;2936
Catania;CT;Sicilia;2000;Industria;827;2936
Catania;CT;Sicilia;2000;Servizi;883;2936
Catania;CT;Sicilia;2001;Agricoltura;117;3072
Catania;CT;Sicilia;2001;Domestico;1112;3072
Catania;CT;Sicilia;2001;Industria;909;3072
Catania;CT;Sicilia;2001;Servizi;932;3072
Catania;CT;Sicilia;2002;Agricoltura;114;3207
Catania;CT;Sicilia;2002;Domestico;1140;3207
Catania;CT;Sicilia;2002;Industria;969;3207
Catania;CT;Sicilia;2002;Servizi;982;3207
Catania;CT;Sicilia;2003;Agricoltura;109;3368
Catania;CT;Sicilia;2003;Domestico;1183;3368
Catania;CT;Sicilia;2003;Industria;1033;3368
Catania;CT;Sicilia;2003;Servizi;1043;3368
Catania;CT;Sicilia;2004;Agricoltura;97;3410
Catania;CT;Sicilia;2004;Domestico;1211;3410
Catania;CT;Sicilia;2004;Industria;1044;3410
Catania;CT;Sicilia;2004;Servizi;1056;3410
Catania;CT;Sicilia;2005;Agricoltura;106;3517
Catania;CT;Sicilia;2005;Domestico;1219;3517
Catania;CT;Sicilia;2005;Industria;1081;3517
Catania;CT;Sicilia;2005;Servizi;1110;3517
Catania;CT;Sicilia;2006;Agricoltura;98;3518
Catania;CT;Sicilia;2006;Domestico;1171;3518
Catania;CT;Sicilia;2006;Industria;1089;3518
Catania;CT;Sicilia;2006;Servizi;1158;3518
Catania;CT;Sicilia;2007;Agricoltura;105;3664
Catania;CT;Sicilia;2007;Domestico;1227;3664
Catania;CT;Sicilia;2007;Industria;1099;3664
Catania;CT;Sicilia;2007;Servizi;1232;3664
Catania;CT;Sicilia;2008;Agricoltura;104;3701
Catania;CT;Sicilia;2008;Domestico;1213;3701
Catania;CT;Sicilia;2008;Industria;1113;3701
Catania;CT;Sicilia;2008;Servizi;1269;3701
Catania;CT;Sicilia;2009;Agricoltura;92;3578
Catania;CT;Sicilia;2009;Domestico;1210;3578
Catania;CT;Sicilia;2009;Industria;993;3578
Catania;CT;Sicilia;2009;Servizi;1281;3578
Catania;CT;Sicilia;2010;Agricoltura;94;3666
Catania;CT;Sicilia;2010;Domestico;1222;3666
Catania;CT;Sicilia;2010;Industria;1022;3666
Catania;CT;Sicilia;2010;Servizi;1327;3666
Catania;CT;Sicilia;2011;Agricoltura;92;3782
Catania;CT;Sicilia;2011;Domestico;1267;3782
Catania;CT;Sicilia;2011;Industria;1075;3782
Catania;CT;Sicilia;2011;Servizi;1347;3782
Catania;CT;Sicilia;2012;Agricoltura;93;3773
Catania;CT;Sicilia;2012;Domestico;1266;3773
Catania;CT;Sicilia;2012;Industria;1028;3773
Catania;CT;Sicilia;2012;Servizi;1384;3773
Catania;CT;Sicilia;2013;Agricoltura;88;3578
Catania;CT;Sicilia;2013;Domestico;1178;3578
Catania;CT;Sicilia;2013;Industria;997;3578
Catania;CT;Sicilia;2013;Servizi;1313;3578
Catania;CT;Sicilia;2014;Agricoltura;86;3546
Catania;CT;Sicilia;2014;Domestico;1145;3546
Catania;CT;Sicilia;2014;Industria;994;3546
Catania;CT;Sicilia;2014;Servizi;1319;3546
Catania;CT;Sicilia;2015;Agricoltura;84;3619
Catania;CT;Sicilia;2015;Domestico;1167;3619
Catania;CT;Sicilia;2015;Industria;1035;3619
Catania;CT;Sicilia;2015;Servizi;1332;3619
Catania;CT;Sicilia;2016;Agricoltura;90;3560
Catania;CT;Sicilia;2016;Domestico;1117;3560
Catania;CT;Sicilia;2016;Industria;1040;3560
Catania;CT;Sicilia;2016;Servizi;1311;3560
Catania;CT;Sicilia;2017;Agricoltura;100;3649
Catania;CT;Sicilia;2017;Domestico;1162;3649
Catania;CT;Sicilia;2017;Industria;1069;3649
Catania;CT;Sicilia;2017;Servizi;1316;3649
Catania;CT;Sicilia;2018;Agricoltura;91;3581
Catania;CT;Sicilia;2018;Domestico;1132;3581
Catania;CT;Sicilia;2018;Industria;1054;3581
Catania;CT;Sicilia;2018;Servizi;1303;3581
Catania;CT;Sicilia;2019;Agricoltura;83;3620
Catania;CT;Sicilia;2019;Domestico;1128;3620
Catania;CT;Sicilia;2019;Industria;1077;3620
Catania;CT;Sicilia;2019;Servizi;1331;3620
Catania;CT;Sicilia;2020;Agricoltura;84;3460
Catania;CT;Sicilia;2020;Domestico;1197;3460
Catania;CT;Sicilia;2020;Industria;1060;3460
Catania;CT;Sicilia;2020;Servizi;1118;3460
Catania;CT;Sicilia;2021;Agricoltura;85;3680
Catania;CT;Sicilia;2021;Domestico;1268;3680
Catania;CT;Sicilia;2021;Industria;1136;3680
Catania;CT;Sicilia;2021;Servizi;1190;3680
Catania;CT;Sicilia;2022;Agricoltura;84;3635
Catania;CT;Sicilia;2022;Domestico;1207;3635
Catania;CT;Sicilia;2022;Industria;1114;3635
Catania;CT;Sicilia;2022;Servizi;1228;3635
Catanzaro;CZ;Calabria;2000;Agricoltura;19;786
Catanzaro;CZ;Calabria;2000;Domestico;346;786
Catanzaro;CZ;Calabria;2000;Industria;166;786
Catanzaro;CZ;Calabria;2000;Servizi;253;786
Catanzaro;CZ;Calabria;2001;Agricoltura;18;807
Catanzaro;CZ;Calabria;2001;Domestico;348;807
Catanzaro;CZ;Calabria;2001;Industria;172;807
Catanzaro;CZ;Calabria;2001;Servizi;267;807
Catanzaro;CZ;Calabria;2002;Agricoltura;15;851
Catanzaro;CZ;Calabria;2002;Domestico;356;851
Catanzaro;CZ;Calabria;2002;Industria;187;851
Catanzaro;CZ;Calabria;2002;Servizi;291;851
Catanzaro;CZ;Calabria;2003;Agricoltura;18;884
Catanzaro;CZ;Calabria;2003;Domestico;358;884
Catanzaro;CZ;Calabria;2003;Industria;187;884
Catanzaro;CZ;Calabria;2003;Servizi;319;884
Catanzaro;CZ;Calabria;2004;Agricoltura;18;932
Catanzaro;CZ;Calabria;2004;Domestico;383;932
Catanzaro;CZ;Calabria;2004;Industria;198;932
Catanzaro;CZ;Calabria;2004;Servizi;332;932
Catanzaro;CZ;Calabria;2005;Agricoltura;18;954
Catanzaro;CZ;Calabria;2005;Domestico;386;954
Catanzaro;CZ;Calabria;2005;Industria;186;954
Catanzaro;CZ;Calabria;2005;Servizi;362;954
Catanzaro;CZ;Calabria;2006;Agricoltura;19;1020
Catanzaro;CZ;Calabria;2006;Domestico;383;1020
Catanzaro;CZ;Calabria;2006;Industria;223;1020
Catanzaro;CZ;Calabria;2006;Servizi;393;1020
Catanzaro;CZ;Calabria;2007;Agricoltura;20;1022
Catanzaro;CZ;Calabria;2007;Domestico;384;1022
Catanzaro;CZ;Calabria;2007;Industria;225;1022
Catanzaro;CZ;Calabria;2007;Servizi;393;1022
Catanzaro;CZ;Calabria;2008;Agricoltura;19;1043
Catanzaro;CZ;Calabria;2008;Domestico;380;1043
Catanzaro;CZ;Calabria;2008;Industria;233;1043
Catanzaro;CZ;Calabria;2008;Servizi;409;1043
Catanzaro;CZ;Calabria;2009;Agricoltura;18;1052
Catanzaro;CZ;Calabria;2009;Domestico;386;1052
Catanzaro;CZ;Calabria;2009;Industria;222;1052
Catanzaro;CZ;Calabria;2009;Servizi;425;1052
Catanzaro;CZ;Calabria;2010;Agricoltura;17;1051
Catanzaro;CZ;Calabria;2010;Domestico;387;1051
Catanzaro;CZ;Calabria;2010;Industria;216;1051
Catanzaro;CZ;Calabria;2010;Servizi;429;1051
Catanzaro;CZ;Calabria;2011;Agricoltura;19;1079
Catanzaro;CZ;Calabria;2011;Domestico;393;1079
Catanzaro;CZ;Calabria;2011;Industria;228;1079
Catanzaro;CZ;Calabria;2011;Servizi;437;1079
Catanzaro;CZ;Calabria;2012;Agricoltura;19;1061
Catanzaro;CZ;Calabria;2012;Domestico;395;1061
Catanzaro;CZ;Calabria;2012;Industria;176;1061
Catanzaro;CZ;Calabria;2012;Servizi;470;1061
