province;province_initials;region;year;sector;energy_consumption;total_energy_consumption
Agrigento;AG;Sicilia;2000;Agricoltura;23;991
Agrigento;AG;Sicilia;2000;Domestico;459;991
Agrigento;AG;Sicilia;2000;Industria;220;991
Agrigento;AG;Sicilia;2000;Servizi;286;991
Agrigento;AG;Sicilia;2001;Agricoltura;23;1006
Agrigento;AG;Sicilia;2001;Domestico;459;1006
Agrigento;AG;Sicilia;2001;Industria;231;1006
Agrigento;AG;Sicilia;2001;Servizi;291;1006
Agrigento;AG;Sicilia;2002;Agricoltura;23;1032
Agrigento;AG;Sicilia;2002;Domestico;470;1032
Agrigento;AG;Sicilia;2002;Industria;232;1032
Agrigento;AG;Sicilia;2002;Servizi;305;1032
Agrigento;AG;Sicilia;2003;Agricoltura;22;1070
Agrigento;AG;Sicilia;2003;Domestico;480;1070
Agrigento;AG;Sicilia;2003;Industria;245;1070
Agrigento;AG;Sicilia;2003;Servizi;322;1070
Agrigento;AG;Sicilia;2004;Agricoltura;20;1070
Agrigento;AG;Sicilia;2004;Domestico;495;1070
Agrigento;AG;Sicilia;2004;Industria;230;1070
Agrigento;AG;Sicilia;2004;Servizi;323;1070
Agrigento;AG;Sicilia;2005;Agricoltura;23;1131
Agrigento;AG;Sicilia;2005;Domestico;509;1131
Agrigento;AG;Sicilia;2005;Industria;242;1131
Agrigento;AG;Sicilia;2005;Servizi;355;1131
Agrigento;AG;Sicilia;2006;Agricoltura;26;1157
Agrigento;AG;Sicilia;2006;Domestico;517;1157
Agrigento;AG;Sicilia;2006;Industria;242;1157
Agrigento;AG;Sicilia;2006;Servizi;371;1157
Agrigento;AG;Sicilia;2007;Agricoltura;27;1177
Agrigento;AG;Sicilia;2007;Domestico;507;1177
Agrigento;AG;Sicilia;2007;Industria;259;1177
Agrigento;AG;Sicilia;2007;Servizi;383;1177
Agrigento;AG;Sicilia;2008;Agricoltura;27;1166
Agrigento;AG;Sicilia;2008;Domestico;497;1166
Agrigento;AG;Sicilia;2008;Industria;265;1166
Agrigento;AG;Sicilia;2008;Servizi;376;1166
Agrigento;AG;Sicilia;2009;Agricoltura;24;1143
Agrigento;AG;Sicilia;2009;Domestico;503;1143
Agrigento;AG;Sicilia;2009;Industria;231;1143
Agrigento;AG;Sicilia;2009;Servizi;384;1143
Agrigento;AG;Sicilia;2010;Agricoltura;24;1161
Agrigento;AG;Sicilia;2010;Domestico;508;1161
Agrigento;AG;Sicilia;2010;Industria;222;1161
Agrigento;AG;Sicilia;2010;Servizi;405;1161
Agrigento;AG;Sicilia;2011;Agricoltura;25;1153
Agrigento;AG;Sicilia;2011;Domestico;518;1153
Agrigento;AG;Sicilia;2011;Industria;202;1153
Agrigento;AG;Sicilia;2011;Servizi;407;1153
Agrigento;AG;Sicilia;2012;Agricoltura;27;1139
Agrigento;AG;Sicilia;2012;Domestico;522;1139
Agrigento;AG;Sicilia;2012;Industria;161;1139
Agrigento;AG;Sicilia;2012;Servizi;427;1139
Agrigento;AG;Sicilia;2013;Agricoltura;25;1071
Agrigento;AG;Sicilia;2013;Domestico;494;1071
Agrigento;AG;Sicilia;2013;Industria;135;1071
Agrigento;AG;Sicilia;2013;Servizi;417;1071
Agrigento;AG;Sicilia;2014;Agricoltura;24;1030
Agrigento;AG;Sicilia;2014;Domestico;475;1030
Agrigento;AG;Sicilia;2014;Industria;125;1030
Agrigento;AG;Sicilia;2014;Servizi;405;1030
Agrigento;AG;Sicilia;2015;Agricoltura;25;1042
Agrigento;AG;Sicilia;2015;Domestico;478;1042
Agrigento;AG;Sicilia;2015;Industria;128;1042
Agrigento;AG;Sicilia;2015;Servizi;409;1042
Agrigento;AG;Sicilia;2016;Agricoltura;27;1017
Agrigento;AG;Sicilia;2016;Domestico;460;1017
Agrigento;AG;Sicilia;2016;Industria;126;1017
Agrigento;AG;Sicilia;2016;Servizi;403;1017
Agrigento;AG;Sicilia;2017;Agricoltura;30;1047
Agrigento;AG;Sicilia;2017;Domestico;473;1047
Agrigento;AG;Sicilia;2017;Industria;130;1047
Agrigento;AG;Sicilia;2017;Servizi;413;1047
Agrigento;AG;Sicilia;2018;Agricoltura;29;1037
Agrigento;AG;Sicilia;2018;Domestico;464;1037
Agrigento;AG;Sicilia;2018;Industria;136;1037
Agrigento;AG;Sicilia;2018;Servizi;407;1037
Agrigento;AG;Sicilia;2019;Agricoltura;33;1054
Agrigento;AG;Sicilia;2019;Domestico;466;1054
Agrigento;AG;Sicilia;2019;Industria;162;1054
Agrigento;AG;Sicilia;2019;Servizi;391;1054
Agrigento;AG;Sicilia;2020;Agricoltura;41;1013
Agrigento;AG;Sicilia;2020;Domestico;475;1013
Agrigento;AG;Sicilia;2020;Industria;169;1013
Agrigento;AG;Sicilia;2020;Servizi;328;1013
Agrigento;AG;Sicilia;2021;Agricoltura;42;1062
Agrigento;AG;Sicilia;2021;Domestico;495;1062
Agrigento;AG;Sicilia;2021;Industria;156;1062
Agrigento;AG;Sicilia;2021;Servizi;367;1062
Agrigento;AG;Sicilia;2022;Agricoltura;42;1056
Agrigento;AG;Sicilia;2022;Domestico;480;1056
Agrigento;AG;Sicilia;2022;Industria;151;1056
Agrigento;AG;Sicilia;2022;Servizi;381;1056
Alessandria;AL;Piemonte;2000;Agricoltura;22;2616
Alessandria;AL;Piemonte;2000;Domestico;467;2616
Alessandria;AL;Piemonte;2000;Industria;1700;2616
Alessandria;AL;Piemonte;2000;Servizi;426;2616
Alessandria;AL;Piemonte;2001;Agricoltura;24;2657
Alessandria;AL;Piemonte;2001;Domestico;476;2657
Alessandria;AL;Piemonte;2001;Industria;1707;2657
Alessandria;AL;Piemonte;2001;Servizi;448;2657
Alessandria;AL;Piemonte;2002;Agricoltura;23;2692
Alessandria;AL;Piemonte;2002;Domestico;480;2692
Alessandria;AL;Piemonte;2002;Industria;1718;2692
Alessandria;AL;Piemonte;2002;Servizi;469;2692
Alessandria;AL;Piemonte;2003;Agricoltura;25;2750
Alessandria;AL;Piemonte;2003;Domestico;491;2750
Alessandria;AL;Piemonte;2003;Industria;1724;2750
Alessandria;AL;Piemonte;2003;Servizi;509;2750
Alessandria;AL;Piemonte;2004;Agricoltura;28;2967
Alessandria;AL;Piemonte;2004;Domestico;504;2967
Alessandria;AL;Piemonte;2004;Industria;1888;2967
Alessandria;AL;Piemonte;2004;Servizi;545;2967
Alessandria;AL;Piemonte;2005;Agricoltura;27;2896
Alessandria;AL;Piemonte;2005;Domestico;499;2896
Alessandria;AL;Piemonte;2005;Industria;1803;2896
Alessandria;AL;Piemonte;2005;Servizi;566;2896
Alessandria;AL;Piemonte;2006;Agricoltura;29;2991
Alessandria;AL;Piemonte;2006;Domestico;505;2991
Alessandria;AL;Piemonte;2006;Industria;1857;2991
Alessandria;AL;Piemonte;2006;Servizi;598;2991
Alessandria;AL;Piemonte;2007;Agricoltura;30;3087
Alessandria;AL;Piemonte;2007;Domestico;503;3087
Alessandria;AL;Piemonte;2007;Industria;1926;3087
Alessandria;AL;Piemonte;2007;Servizi;627;3087
Alessandria;AL;Piemonte;2008;Agricoltura;28;3054
Alessandria;AL;Piemonte;2008;Domestico;505;3054
Alessandria;AL;Piemonte;2008;Industria;1872;3054
Alessandria;AL;Piemonte;2008;Servizi;649;3054
Alessandria;AL;Piemonte;2009;Agricoltura;31;2889
Alessandria;AL;Piemonte;2009;Domestico;521;2889
Alessandria;AL;Piemonte;2009;Industria;1651;2889
Alessandria;AL;Piemonte;2009;Servizi;683;2889
Alessandria;AL;Piemonte;2010;Agricoltura;32;2987
Alessandria;AL;Piemonte;2010;Domestico;516;2987
Alessandria;AL;Piemonte;2010;Industria;1753;2987
Alessandria;AL;Piemonte;2010;Servizi;685;2987
Alessandria;AL;Piemonte;2011;Agricoltura;34;3011
Alessandria;AL;Piemonte;2011;Domestico;507;3011
Alessandria;AL;Piemonte;2011;Industria;1788;3011
Alessandria;AL;Piemonte;2011;Servizi;680;3011
Alessandria;AL;Piemonte;2012;Agricoltura;38;2948
Alessandria;AL;Piemonte;2012;Domestico;502;2948
Alessandria;AL;Piemonte;2012;Industria;1713;2948
Alessandria;AL;Piemonte;2012;Servizi;693;2948
Alessandria;AL;Piemonte;2013;Agricoltura;33;2929
Alessandria;AL;Piemonte;2013;Domestico;486;2929
Alessandria;AL;Piemonte;2013;Industria;1706;2929
Alessandria;AL;Piemonte;2013;Servizi;703;2929
Alessandria;AL;Piemonte;2014;Agricoltura;32;2866
Alessandria;AL;Piemonte;2014;Domestico;468;2866
Alessandria;AL;Piemonte;2014;Industria;1672;2866
Alessandria;AL;Piemonte;2014;Servizi;693;2866
Alessandria;AL;Piemonte;2015;Agricoltura;33;2907
Alessandria;AL;Piemonte;2015;Domestico;474;2907
Alessandria;AL;Piemonte;2015;Industria;1677;2907
Alessandria;AL;Piemonte;2015;Servizi;721;2907
Alessandria;AL;Piemonte;2016;Agricoltura;34;2890
Alessandria;AL;Piemonte;2016;Domestico;463;2890
Alessandria;AL;Piemonte;2016;Industria;1646;2890
Alessandria;AL;Piemonte;2016;Servizi;745;2890
Alessandria;AL;Piemonte;2017;Agricoltura;36;2884
Alessandria;AL;Piemonte;2017;Domestico;466;2884
Alessandria;AL;Piemonte;2017;Industria;1629;2884
Alessandria;AL;Piemonte;2017;Servizi;751;2884
Alessandria;AL;Piemonte;2018;Agricoltura;35;2901
Alessandria;AL;Piemonte;2018;Domestico;467;2901
Alessandria;AL;Piemonte;2018;Industria;1645;2901
Alessandria;AL;Piemonte;2018;Servizi;752;2901
Alessandria;AL;Piemonte;2019;Agricoltura;37;2854
Alessandria;AL;Piemonte;2019;Domestico;471;2854
Alessandria;AL;Piemonte;2019;Industria;1588;2854
Alessandria;AL;Piemonte;2019;Servizi;756;2854
Alessandria;AL;Piemonte;2020;Agricoltura;39;2716
Alessandria;AL;Piemonte;2020;Domestico;464;2716
Alessandria;AL;Piemonte;2020;Industria;1569;2716
Alessandria;AL;Piemonte;2020;Servizi;642;2716
Alessandria;AL;Piemonte;2021;Agricoltura;43;2927
Alessandria;AL;Piemonte;2021;Domestico;460;2927
Alessandria;AL;Piemonte;2021;Industria;1730;2927
Alessandria;AL;Piemonte;2021;Servizi;693;2927
Alessandria;AL;Piemonte;2022;Agricoltura;42;2837
Alessandria;AL;Piemonte;2022;Domestico;439;2837
Alessandria;AL;Piemonte;2022;Industria;1660;2837
Alessandria;AL;Piemonte;2022;Servizi;694;2837
Ancona;AN;Marche;2000;Agricoltura;27;2337
Ancona;AN;Marche;2000;Domestico;428;2337
Ancona;AN;Marche;2000;Industria;1341;2337
Ancona;AN;Marche;2000;Servizi;540;2337
Ancona;AN;Marche;2001;Agricoltura;30;2496
Ancona;AN;Marche;2001;Domestico;442;2496
Ancona;AN;Marche;2001;Industria;1447;2496
Ancona;AN;Marche;2001;Servizi;575;2496
Ancona;AN;Marche;2002;Agricoltura;30;2518
Ancona;AN;Marche;2002;Domestico;447;2518
Ancona;AN;Marche;2002;Industria;1457;2518
Ancona;AN;Marche;2002;Servizi;583;2518
Ancona;AN;Marche;2003;Agricoltura;30;2592
Ancona;AN;Marche;2003;Domestico;456;2592
Ancona;AN;Marche;2003;Industria;1465;2592
Ancona;AN;Marche;2003;Servizi;639;2592
Ancona;AN;Marche;2004;Agricoltura;33;2875
Ancona;AN;Marche;2004;Domestico;475;2875
Ancona;AN;Marche;2004;Industria;1673;2875
Ancona;AN;Marche;2004;Servizi;693;2875
Ancona;AN;Marche;2005;Agricoltura;30;2834
Ancona;AN;Marche;2005;Domestico;473;2834
Ancona;AN;Marche;2005;Industria;1630;2834
Ancona;AN;Marche;2005;Servizi;699;2834
Ancona;AN;Marche;2006;Agricoltura;33;2966
Ancona;AN;Marche;2006;Domestico;480;2966
Ancona;AN;Marche;2006;Industria;1660;2966
Ancona;AN;Marche;2006;Servizi;791;2966
Ancona;AN;Marche;2007;Agricoltura;31;2970
Ancona;AN;Marche;2007;Domestico;479;2970
Ancona;AN;Marche;2007;Industria;1671;2970
Ancona;AN;Marche;2007;Servizi;788;2970
Ancona;AN;Marche;2008;Agricoltura;29;2765
Ancona;AN;Marche;2008;Domestico;456;2765
Ancona;AN;Marche;2008;Industria;1545;2765
Ancona;AN;Marche;2008;Servizi;733;2765
Ancona;AN;Marche;2009;Agricoltura;34;2919
Ancona;AN;Marche;2009;Domestico;497;2919
Ancona;AN;Marche;2009;Industria;1597;2919
Ancona;AN;Marche;2009;Servizi;790;2919
Ancona;AN;Marche;2010;Agricoltura;33;2846
Ancona;AN;Marche;2010;Domestico;501;2846
Ancona;AN;Marche;2010;Industria;1495;2846
Ancona;AN;Marche;2010;Servizi;815;2846
Ancona;AN;Marche;2011;Agricoltura;35;2864
Ancona;AN;Marche;2011;Domestico;526;2864
Ancona;AN;Marche;2011;Industria;1469;2864
Ancona;AN;Marche;2011;Servizi;833;2864
Ancona;AN;Marche;2012;Agricoltura;30;2824
Ancona;AN;Marche;2012;Domestico;510;2824
Ancona;AN;Marche;2012;Industria;1438;2824
Ancona;AN;Marche;2012;Servizi;845;2824
Ancona;AN;Marche;2013;Agricoltura;26;2318
Ancona;AN;Marche;2013;Domestico;481;2318
Ancona;AN;Marche;2013;Industria;977;2318
Ancona;AN;Marche;2013;Servizi;832;2318
Ancona;AN;Marche;2014;Agricoltura;25;2375
Ancona;AN;Marche;2014;Domestico;463;2375
Ancona;AN;Marche;2014;Industria;1072;2375
Ancona;AN;Marche;2014;Servizi;814;2375
Ancona;AN;Marche;2015;Agricoltura;22;2444
Ancona;AN;Marche;2015;Domestico;471;2444
Ancona;AN;Marche;2015;Industria;1099;2444
Ancona;AN;Marche;2015;Servizi;850;2444
Ancona;AN;Marche;2016;Agricoltura;21;2436
Ancona;AN;Marche;2016;Domestico;460;2436
Ancona;AN;Marche;2016;Industria;1108;2436
Ancona;AN;Marche;2016;Servizi;845;2436
Ancona;AN;Marche;2017;Agricoltura;24;2394
Ancona;AN;Marche;2017;Domestico;466;2394
Ancona;AN;Marche;2017;Industria;1098;2394
Ancona;AN;Marche;2017;Servizi;805;2394
Ancona;AN;Marche;2018;Agricoltura;28;2376
Ancona;AN;Marche;2018;Domestico;464;2376
Ancona;AN;Marche;2018;Industria;1087;2376
Ancona;AN;Marche;2018;Servizi;795;2376
Ancona;AN;Marche;2019;Agricoltura;30;2334
Ancona;AN;Marche;2019;Domestico;465;2334
Ancona;AN;Marche;2019;Industria;1116;2334
Ancona;AN;Marche;2019;Servizi;721;2334
Ancona;AN;Marche;2020;Agricoltura;45;2189
Ancona;AN;Marche;2020;Domestico;472;2189
Ancona;AN;Marche;2020;Industria;1057;2189
Ancona;AN;Marche;2020;Servizi;612;2189
Ancona;AN;Marche;2021;Agricoltura;63;2318
Ancona;AN;Marche;2021;Domestico;477;2318
Ancona;AN;Marche;2021;Industria;1142;2318
Ancona;AN;Marche;2021;Servizi;635;2318
Ancona;AN;Marche;2022;Agricoltura;64;2223
Ancona;AN;Marche;2022;Domestico;444;2223
Ancona;AN;Marche;2022;Industria;1068;2223
Ancona;AN;Marche;2022;Servizi;646;2223
Aosta;AO;Valle D'Aosta;2000;Agricoltura;3;819
Aosta;AO;Valle D'Aosta;2000;Domestico;172;819
Aosta;AO;Valle D'Aosta;2000;Industria;383;819
Aosta;AO;Valle D'Aosta;2000;Servizi;259;819
Aosta;AO;Valle D'Aosta;2001;Agricoltura;4;877
Aosta;AO;Valle D'Aosta;2001;Domestico;184;877
Aosta;AO;Valle D'Aosta;2001;Industria;428;877
Aosta;AO;Valle D'Aosta;2001;Servizi;260;877
Aosta;AO;Valle D'Aosta;2002;Agricoltura;4;892
Aosta;AO;Valle D'Aosta;2002;Domestico;177;892
Aosta;AO;Valle D'Aosta;2002;Industria;425;892
Aosta;AO;Valle D'Aosta;2002;Servizi;284;892
Aosta;AO;Valle D'Aosta;2003;Agricoltura;5;938
Aosta;AO;Valle D'Aosta;2003;Domestico;185;938
Aosta;AO;Valle D'Aosta;2003;Industria;451;938
Aosta;AO;Valle D'Aosta;2003;Servizi;296;938
Aosta;AO;Valle D'Aosta;2004;Agricoltura;4;956
Aosta;AO;Valle D'Aosta;2004;Domestico;187;956
Aosta;AO;Valle D'Aosta;2004;Industria;462;956
Aosta;AO;Valle D'Aosta;2004;Servizi;302;956
Aosta;AO;Valle D'Aosta;2005;Agricoltura;3;969
Aosta;AO;Valle D'Aosta;2005;Domestico;186;969
Aosta;AO;Valle D'Aosta;2005;Industria;460;969
Aosta;AO;Valle D'Aosta;2005;Servizi;318;969
Aosta;AO;Valle D'Aosta;2006;Agricoltura;3;991
Aosta;AO;Valle D'Aosta;2006;Domestico;188;991
Aosta;AO;Valle D'Aosta;2006;Industria;471;991
Aosta;AO;Valle D'Aosta;2006;Servizi;328;991
Aosta;AO;Valle D'Aosta;2007;Agricoltura;3;981
Aosta;AO;Valle D'Aosta;2007;Domestico;183;981
Aosta;AO;Valle D'Aosta;2007;Industria;459;981
Aosta;AO;Valle D'Aosta;2007;Servizi;334;981
Aosta;AO;Valle D'Aosta;2008;Agricoltura;4;963
Aosta;AO;Valle D'Aosta;2008;Domestico;189;963
Aosta;AO;Valle D'Aosta;2008;Industria;465;963
Aosta;AO;Valle D'Aosta;2008;Servizi;304;963
Aosta;AO;Valle D'Aosta;2009;Agricoltura;3;822
Aosta;AO;Valle D'Aosta;2009;Domestico;161;822
Aosta;AO;Valle D'Aosta;2009;Industria;354;822
Aosta;AO;Valle D'Aosta;2009;Servizi;301;822
Aosta;AO;Valle D'Aosta;2010;Agricoltura;4;952
Aosta;AO;Valle D'Aosta;2010;Domestico;183;952
Aosta;AO;Valle D'Aosta;2010;Industria;429;952
Aosta;AO;Valle D'Aosta;2010;Servizi;334;952
Aosta;AO;Valle D'Aosta;2011;Agricoltura;5;961
Aosta;AO;Valle D'Aosta;2011;Domestico;189;961
Aosta;AO;Valle D'Aosta;2011;Industria;429;961
Aosta;AO;Valle D'Aosta;2011;Servizi;336;961
Aosta;AO;Valle D'Aosta;2012;Agricoltura;7;962
Aosta;AO;Valle D'Aosta;2012;Domestico;200;962
Aosta;AO;Valle D'Aosta;2012;Industria;403;962
Aosta;AO;Valle D'Aosta;2012;Servizi;351;962
Aosta;AO;Valle D'Aosta;2013;Agricoltura;5;943
Aosta;AO;Valle D'Aosta;2013;Domestico;186;943
Aosta;AO;Valle D'Aosta;2013;Industria;411;943
Aosta;AO;Valle D'Aosta;2013;Servizi;339;943
Aosta;AO;Valle D'Aosta;2014;Agricoltura;5;889
Aosta;AO;Valle D'Aosta;2014;Domestico;178;889
Aosta;AO;Valle D'Aosta;2014;Industria;369;889
Aosta;AO;Valle D'Aosta;2014;Servizi;337;889
Aosta;AO;Valle D'Aosta;2015;Agricoltura;4;876
Aosta;AO;Valle D'Aosta;2015;Domestico;175;876
Aosta;AO;Valle D'Aosta;2015;Industria;366;876
Aosta;AO;Valle D'Aosta;2015;Servizi;328;876
Aosta;AO;Valle D'Aosta;2016;Agricoltura;4;896
Aosta;AO;Valle D'Aosta;2016;Domestico;176;896
Aosta;AO;Valle D'Aosta;2016;Industria;381;896
Aosta;AO;Valle D'Aosta;2016;Servizi;333;896
Aosta;AO;Valle D'Aosta;2017;Agricoltura;4;941
Aosta;AO;Valle D'Aosta;2017;Domestico;176;941
Aosta;AO;Valle D'Aosta;2017;Industria;422;941
Aosta;AO;Valle D'Aosta;2017;Servizi;337;941
Aosta;AO;Valle D'Aosta;2018;Agricoltura;5;965
Aosta;AO;Valle D'Aosta;2018;Domestico;177;965
Aosta;AO;Valle D'Aosta;2018;Industria;448;965
Aosta;AO;Valle D'Aosta;2018;Servizi;333;965
Aosta;AO;Valle D'Aosta;2019;Agricoltura;7;965
Aosta;AO;Valle D'Aosta;2019;Domestico;165;965
Aosta;AO;Valle D'Aosta;2019;Industria;453;965
Aosta;AO;Valle D'Aosta;2019;Servizi;339;965
Aosta;AO;Valle D'Aosta;2020;Agricoltura;7;901
Aosta;AO;Valle D'Aosta;2020;Domestico;160;901
Aosta;AO;Valle D'Aosta;2020;Industria;415;901
Aosta;AO;Valle D'Aosta;2020;Servizi;317;901
Aosta;AO;Valle D'Aosta;2021;Agricoltura;7;940
Aosta;AO;Valle D'Aosta;2021;Domestico;156;940
Aosta;AO;Valle D'Aosta;2021;Industria;461;940
Aosta;AO;Valle D'Aosta;2021;Servizi;315;940
Aosta;AO;Valle D'Aosta;2022;Agricoltura;7;951
Aosta;AO;Valle D'Aosta;2022;Domestico;150;951
Aosta;AO;Valle D'Aosta;2022;Industria;449;951
Aosta;AO;Valle D'Aosta;2022;Servizi;344;951
Arezzo;AR;Toscana;2000;Agricoltura;25;1267
Arezzo;AR;Toscana;2000;Domestico;323;1267
Arezzo;AR;Toscana;2000;Industria;631;1267
Arezzo;AR;Toscana;2000;Servizi;286;1267
Arezzo;AR;Toscana;2001;Agricoltura;24;1284
Arezzo;AR;Toscana;2001;Domestico;321;1284
Arezzo;AR;Toscana;2001;Industria;647;1284
Arezzo;AR;Toscana;2001;Servizi;289;1284
Arezzo;AR;Toscana;2002;Agricoltura;25;1335
Arezzo;AR;Toscana;2002;Domestico;337;1335
Arezzo;AR;Toscana;2002;Industria;650;1335
Arezzo;AR;Toscana;2002;Servizi;322;1335
Arezzo;AR;Toscana;2003;Agricoltura;27;1414
Arezzo;AR;Toscana;2003;Domestico;353;1414
Arezzo;AR;Toscana;2003;Industria;670;1414
Arezzo;AR;Toscana;2003;Servizi;363;1414
Arezzo;AR;Toscana;2004;Agricoltura;29;1418
Arezzo;AR;Toscana;2004;Domestico;363;1418
Arezzo;AR;Toscana;2004;Industria;634;1418
Arezzo;AR;Toscana;2004;Servizi;391;1418
Arezzo;AR;Toscana;2005;Agricoltura;30;1468
Arezzo;AR;Toscana;2005;Domestico;360;1468
Arezzo;AR;Toscana;2005;Industria;660;1468
Arezzo;AR;Toscana;2005;Servizi;416;1468
Arezzo;AR;Toscana;2006;Agricoltura;33;1467
Arezzo;AR;Toscana;2006;Domestico;370;1467
Arezzo;AR;Toscana;2006;Industria;625;1467
Arezzo;AR;Toscana;2006;Servizi;438;1467
Arezzo;AR;Toscana;2007;Agricoltura;35;1493
Arezzo;AR;Toscana;2007;Domestico;369;1493
Arezzo;AR;Toscana;2007;Industria;634;1493
Arezzo;AR;Toscana;2007;Servizi;453;1493
Arezzo;AR;Toscana;2008;Agricoltura;34;1497
Arezzo;AR;Toscana;2008;Domestico;371;1497
Arezzo;AR;Toscana;2008;Industria;623;1497
Arezzo;AR;Toscana;2008;Servizi;467;1497
Arezzo;AR;Toscana;2009;Agricoltura;34;1421
Arezzo;AR;Toscana;2009;Domestico;375;1421
Arezzo;AR;Toscana;2009;Industria;529;1421
Arezzo;AR;Toscana;2009;Servizi;481;1421
Arezzo;AR;Toscana;2010;Agricoltura;32;1455
Arezzo;AR;Toscana;2010;Domestico;379;1455
Arezzo;AR;Toscana;2010;Industria;548;1455
Arezzo;AR;Toscana;2010;Servizi;494;1455
Arezzo;AR;Toscana;2011;Agricoltura;34;1458
Arezzo;AR;Toscana;2011;Domestico;381;1458
Arezzo;AR;Toscana;2011;Industria;546;1458
Arezzo;AR;Toscana;2011;Servizi;495;1458
Arezzo;AR;Toscana;2012;Agricoltura;34;1448
Arezzo;AR;Toscana;2012;Domestico;378;1448
Arezzo;AR;Toscana;2012;Industria;514;1448
Arezzo;AR;Toscana;2012;Servizi;520;1448
Arezzo;AR;Toscana;2013;Agricoltura;36;1422
Arezzo;AR;Toscana;2013;Domestico;367;1422
Arezzo;AR;Toscana;2013;Industria;500;1422
Arezzo;AR;Toscana;2013;Servizi;519;1422
Arezzo;AR;Toscana;2014;Agricoltura;34;1397
Arezzo;AR;Toscana;2014;Domestico;351;1397
Arezzo;AR;Toscana;2014;Industria;499;1397
Arezzo;AR;Toscana;2014;Servizi;512;1397
Arezzo;AR;Toscana;2015;Agricoltura;36;1433
Arezzo;AR;Toscana;2015;Domestico;358;1433
Arezzo;AR;Toscana;2015;Industria;505;1433
Arezzo;AR;Toscana;2015;Servizi;532;1433
Arezzo;AR;Toscana;2016;Agricoltura;36;1425
Arezzo;AR;Toscana;2016;Domestico;353;1425
Arezzo;AR;Toscana;2016;Industria;502;1425
Arezzo;AR;Toscana;2016;Servizi;533;1425
Arezzo;AR;Toscana;2017;Agricoltura;37;1462
Arezzo;AR;Toscana;2017;Domestico;359;1462
Arezzo;AR;Toscana;2017;Industria;529;1462
Arezzo;AR;Toscana;2017;Servizi;535;1462
Arezzo;AR;Toscana;2018;Agricoltura;37;1469
Arezzo;AR;Toscana;2018;Domestico;358;1469
Arezzo;AR;Toscana;2018;Industria;535;1469
Arezzo;AR;Toscana;2018;Servizi;538;1469
Arezzo;AR;Toscana;2019;Agricoltura;38;1485
Arezzo;AR;Toscana;2019;Domestico;360;1485
Arezzo;AR;Toscana;2019;Industria;595;1485
Arezzo;AR;Toscana;2019;Servizi;491;1485
Arezzo;AR;Toscana;2020;Agricoltura;38;1401
Arezzo;AR;Toscana;2020;Domestico;366;1401
Arezzo;AR;Toscana;2020;Industria;583;1401
Arezzo;AR;Toscana;2020;Servizi;413;1401
Arezzo;AR;Toscana;2021;Agricoltura;41;1482
Arezzo;AR;Toscana;2021;Domestico;366;1482
Arezzo;AR;Toscana;2021;Industria;640;1482
Arezzo;AR;Toscana;2021;Servizi;433;1482
Arezzo;AR;Toscana;2022;Agricoltura;40;1457
Arezzo;AR;Toscana;2022;Domestico;347;1457
Arezzo;AR;Toscana;2022;Industria;615;1457
Arezzo;AR;Toscana;2022;Servizi;453;1457
Ascoli Piceno;AP;Marche;2000;Agricoltura;32;1488
Ascoli Piceno;AP;Marche;2000;Domestico;335;1488
Ascoli Piceno;AP;Marche;2000;Industria;773;1488
Ascoli Piceno;AP;Marche;2000;Servizi;347;1488
Ascoli Piceno;AP;Marche;2001;Agricoltura;32;1541
Ascoli Piceno;AP;Marche;2001;Domestico;339;1541
Ascoli Piceno;AP;Marche;2001;Industria;797;1541
Ascoli Piceno;AP;Marche;2001;Servizi;372;1541
Ascoli Piceno;AP;Marche;2002;Agricoltura;20;1571
Ascoli Piceno;AP;Marche;2002;Domestico;353;1571
Ascoli Piceno;AP;Marche;2002;Industria;798;1571
Ascoli Piceno;AP;Marche;2002;Servizi;398;1571
Ascoli Piceno;AP;Marche;2003;Agricoltura;22;1619
Ascoli Piceno;AP;Marche;2003;Domestico;375;1619
Ascoli Piceno;AP;Marche;2003;Industria;794;1619
Ascoli Piceno;AP;Marche;2003;Servizi;426;1619
Ascoli Piceno;AP;Marche;2004;Agricoltura;22;1605
Ascoli Piceno;AP;Marche;2004;Domestico;381;1605
Ascoli Piceno;AP;Marche;2004;Industria;744;1605
Ascoli Piceno;AP;Marche;2004;Servizi;455;1605
Ascoli Piceno;AP;Marche;2005;Agricoltura;22;1598
Ascoli Piceno;AP;Marche;2005;Domestico;375;1598
Ascoli Piceno;AP;Marche;2005;Industria;738;1598
Ascoli Piceno;AP;Marche;2005;Servizi;462;1598
Ascoli Piceno;AP;Marche;2006;Agricoltura;24;1637
Ascoli Piceno;AP;Marche;2006;Domestico;384;1637
Ascoli Piceno;AP;Marche;2006;Industria;717;1637
Ascoli Piceno;AP;Marche;2006;Servizi;510;1637
Ascoli Piceno;AP;Marche;2007;Agricoltura;27;1626
Ascoli Piceno;AP;Marche;2007;Domestico;388;1626
Ascoli Piceno;AP;Marche;2007;Industria;708;1626
Ascoli Piceno;AP;Marche;2007;Servizi;502;1626
Ascoli Piceno;AP;Marche;2008;Agricoltura;27;1531
Ascoli Piceno;AP;Marche;2008;Domestico;391;1531
Ascoli Piceno;AP;Marche;2008;Industria;588;1531
Ascoli Piceno;AP;Marche;2008;Servizi;523;1531
